,Total_Stops,Additional_Info,Route1,Route2,Route3,Route4,Route5,Air Asia,Air India,GoAir,IndiGo,Jet Airways,Jet Airways Business,Multiple carriers,Multiple carriers Premium economy,SpiceJet,Trujet,Vistara,Vistara Premium economy,Banglore,Chennai,Delhi,Kolkata,Mumbai,Banglore,Cochin,Delhi,Hyderabad,Kolkata,New Delhi,Price,Journey_Month,Journey_Day,Dep_Hour,Dep_Minute,Arrival_Hour,Arrival_Minute,Duration_mins,Price_per_minute
1999,1,8,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.2020253912481582,5,6,8,25,16,20,475,0.02021298000704175
2000,1,8,2,7,3,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.17072834873697484,5,24,23,30,7,45,495,0.017980907098861215
2001,0,8,0,13,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.19924611486357646,5,27,8,20,11,20,180,0.04936663508418228
2002,0,8,0,13,29,13,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-1.1929194496171633,3,24,21,10,0,5,175,0.047879144238825666
2003,1,8,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.087394810179866,5,18,20,0,8,15,735,0.012983212443600468
2004,1,8,0,33,8,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.8412378763651875,3,12,9,45,14,25,280,0.033632247447208684
2005,1,5,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.9350433474235934,5,27,22,50,12,35,825,0.011472612203594103
2006,1,8,2,14,3,13,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,-0.018668860670077767,5,9,7,10,22,40,930,0.009653931264526693
2007,0,8,0,13,29,13,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-1.135274275375355,4,15,23,55,2,45,170,0.04946041637760029
2008,1,8,0,7,8,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.7170473231419803,3,6,11,40,18,25,405,0.02435560199660682
2009,1,8,3,0,6,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-1.0460130317658942,4,24,7,25,13,35,370,0.022848181934579506
2010,1,8,0,7,8,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0323828649530815,3,18,21,25,9,30,725,0.013123564872726817
2011,1,8,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.47806806566418336,4,9,15,0,1,30,630,0.013878874778639715
2012,1,8,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.0365699771174046,5,6,18,55,16,20,1285,0.007406008966428365
2013,2,8,3,33,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.977417470588905,3,21,16,10,18,50,1600,0.0059290822985702905
2014,1,8,2,14,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.1166872861450847,5,12,20,25,18,0,1295,0.007380394776710132
2015,0,8,3,10,29,13,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-0.4950132326690955,5,12,6,0,9,10,190,0.04597390923299651
2016,1,8,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2483949806095622,3,3,7,30,18,50,680,0.014154163663664206
2017,1,5,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2485244260674415,3,6,11,30,21,0,570,0.01688578483642555
2018,1,5,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.4871266675083121,6,27,2,15,19,0,1005,0.009190348729995737
2019,1,5,2,14,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.8553688281262166,5,18,9,35,22,5,750,0.012565655122564613
2020,1,5,2,14,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.2972279377502339,4,1,9,35,19,10,575,0.015894576144409894
2021,1,5,2,14,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.2972279377502339,5,6,17,0,18,0,1500,0.006092920855357126
2022,1,8,3,7,6,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.5234435123060072,6,1,9,0,19,15,615,0.015048513190020707
2023,1,8,3,7,6,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.08833414046244445,5,18,23,0,7,40,520,0.017370706773470062
2024,1,5,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.7686820632048801,3,9,19,45,4,25,520,0.018038459143878346
2025,1,8,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.4329738194295616,6,1,8,30,21,0,750,0.01168894133033402
2026,0,8,1,19,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-1.7106316688214964,4,1,9,10,10,40,90,0.09016248762688998
2027,2,5,2,7,24,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.45944034983285725,6,6,6,30,7,25,1495,0.006168675668046662
2028,2,8,2,15,9,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.2256092996808423,6,12,16,45,12,30,1185,0.008112406830560534
2029,1,8,3,20,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.3139194986120047,6,15,5,5,16,10,665,0.013274388139128802
2030,0,8,2,5,29,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.7311961276615969,6,12,14,15,16,45,150,0.05743000915922158
2031,1,8,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.1492283254636413,5,21,6,30,9,20,1610,0.0059467200650704455
2032,1,8,3,20,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.2517036700830017,6,3,14,55,22,30,455,0.0194708162496882
2033,1,8,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0633709152609044,5,9,8,45,19,15,630,0.014317503119448691
2034,2,8,3,1,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.1372085663901932,6,27,18,20,19,0,1480,0.00646492212423847
2035,1,8,2,7,3,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.08692958759048051,5,9,9,25,7,55,1350,0.0066904079083671105
2036,1,8,0,7,8,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.505915525525513,3,6,22,50,10,25,695,0.014037788248603746
2037,1,8,2,14,3,13,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.10696593351473932,6,6,7,10,9,5,1555,0.005814968930500918
2038,1,8,2,15,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.13344249934643518,4,1,15,10,20,30,320,0.028299342537898703
2039,1,8,3,20,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.36584634015776496,6,15,7,5,22,30,925,0.0099182727191033
2040,2,8,3,16,4,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.08106642212706458,4,9,22,0,19,15,1275,0.007081614333142659
2041,1,5,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.853627815620424,5,9,17,30,19,0,1530,0.0061590541020202175
2042,0,7,4,8,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1.5962301985919949,6,21,17,45,20,5,140,0.058378652226606945
2043,1,5,2,14,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.0948290899325313,6,9,17,0,23,35,395,0.024168241523922922
2044,0,8,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1.0108426545286051,3,24,4,0,6,50,170,0.04983398428168091
2045,1,8,3,20,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.2517036700830017,6,1,14,55,22,30,455,0.0194708162496882
2046,0,8,1,19,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-1.8110407045091375,4,3,16,55,18,25,90,0.08959308691518919
2047,1,8,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.15132735799844277,6,9,10,0,21,0,660,0.01350068296426766
2048,0,8,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-1.386698351984509,6,15,21,15,0,15,180,0.04599972619845848
2049,1,8,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.3540999934117757,3,6,8,0,4,25,1225,0.007901045125914887
2050,0,8,2,5,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1.4217861615055294,5,27,6,55,9,30,155,0.05330350221914156
2051,0,8,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-1.1616691672037076,4,15,10,10,13,0,170,0.049381173783542176
2052,2,8,3,28,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2476181282214753,5,27,9,40,4,25,1125,0.008555053161584357
2053,1,8,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.06786891424918462,3,21,8,25,21,0,755,0.01195009618892364
2054,0,8,1,19,29,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-1.8578650892944468,6,6,6,20,7,40,80,0.10049349898875562
2055,2,8,0,7,2,6,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2.2650883729956672,3,1,8,50,9,25,1475,0.006877101139848484
2056,0,7,1,19,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-2.3714234077320313,3,18,13,10,14,30,80,0.09721717003322326
2057,1,8,2,15,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.6786744552226289,6,6,10,20,17,35,435,0.021457612181530902
2058,1,5,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.4871266675083121,6,15,2,15,19,0,1005,0.009190348729995737
2059,2,8,2,25,1,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.08528140259933702,5,24,5,50,13,15,445,0.020099233328023377
2060,1,8,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.1277321359804555,3,24,16,55,19,40,1605,0.005958410111741851
2061,1,8,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.30818116921394767,6,9,9,15,21,0,705,0.012525385533472478
2062,2,8,3,34,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0063383081680628,6,15,6,45,4,25,1300,0.007308686225611989
2063,1,5,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.4871266675083121,6,24,15,0,19,0,1680,0.005497797900979592
2064,1,8,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.13504262289186827,3,27,7,30,15,30,480,0.01886792973340446
2065,1,5,0,7,8,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.04228926745199334,3,9,21,25,7,40,615,0.014579025784336975
2066,1,8,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8247558345655261,6,24,3,50,19,0,910,0.010339139885231061
2067,0,5,1,19,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-1.3342497981507786,6,15,10,20,11,50,90,0.09229687825780768
2068,0,8,0,13,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.34169986540954783,4,12,7,45,10,40,175,0.05036165578553735
2069,1,5,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.5952024201100283,6,9,20,0,16,20,1220,0.007615950346935225
2070,1,8,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.15132735799844277,6,15,7,0,21,0,840,0.010607679471924591
2071,1,8,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.1219413535481957,3,21,20,50,4,25,455,0.02101163246187712
2072,0,7,2,5,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1.4380380010566371,5,24,17,10,19,40,150,0.055024988955523345
2073,1,5,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.1377826552775552,5,9,14,5,4,40,875,0.010352005383625696
2074,1,8,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.219403666037545,6,27,10,35,19,15,520,0.017068666239670405
2075,1,5,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.41656957452584736,6,12,8,25,18,15,590,0.015593711925631663
2076,1,8,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.1739903182721239,6,6,8,25,19,50,685,0.013995411909676576
2077,0,8,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.9920693065897003,5,18,18,55,21,50,175,0.04846490707661155
2078,0,5,0,13,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-1.1087990865347699,5,9,8,20,11,20,180,0.04678768337006432
2079,1,0,0,0,8,13,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.1981776714403019,3,1,0,30,20,30,1200,0.007999334775764639
2080,2,8,2,7,7,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.7174170442361416,5,9,9,25,13,45,1700,0.005502255571538183
2081,0,5,3,10,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.20657689063703474,5,21,9,50,13,5,195,0.04555001479430443
2082,1,8,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.6405631041750229,6,9,10,35,19,0,505,0.01844477285772669
2083,0,8,1,19,29,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-2.2212989308116713,3,27,19,30,20,45,75,0.10471990782965658
2084,1,8,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.35603272135847186,3,27,13,0,1,35,755,0.01166354259511433
2085,0,8,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.138030441894059,3,1,18,55,21,45,170,0.05628531886450785
2086,1,8,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.3018972550074115,5,18,21,50,4,25,395,0.024435790909700602
2087,1,5,2,14,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.2972279377502339,5,15,9,35,14,25,1730,0.00528287935435589
2088,0,5,1,19,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.9234251373356831,3,9,6,30,8,0,90,0.09462658745828298
2089,1,5,0,7,8,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.04228926745199334,3,21,11,40,7,40,1200,0.0074717507144727
2090,1,5,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.1377826552775552,5,21,8,25,8,15,1430,0.006334269028442297
2091,0,8,3,10,29,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.5338450499569856,4,27,5,10,8,0,170,0.05126602377597277
2092,2,8,3,21,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.9939958977651787,6,24,5,30,19,0,810,0.011722213407243949
2093,2,5,3,28,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.5072597667405867,6,9,5,30,4,25,1375,0.006724782446951474
2094,1,8,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.38041557845347146,5,27,10,0,21,0,660,0.013911875775005259
2095,1,5,0,7,8,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.15026982124494076,3,21,8,55,7,40,1365,0.006528198164583677
2096,2,8,3,16,4,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.5210056917070478,6,6,22,0,19,15,1275,0.007257718756055292
2097,1,8,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.213918703918874,3,3,10,45,1,35,890,0.010794646662248629
2098,1,8,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.3018972550074115,5,18,8,0,19,0,660,0.014624450620199602
2099,1,8,0,7,8,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2.9588636605506182,3,1,14,5,19,10,305,0.03441904386488255
2100,0,8,1,19,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-1.8110407045091375,3,24,16,55,18,25,90,0.08959308691518919
2101,0,8,4,8,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1.5666006887687702,5,24,17,45,20,5,140,0.058486667246503414
2102,0,7,1,19,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-2.7507876953226704,6,27,13,15,14,45,90,0.08426395889674569
2103,1,8,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.9073548230840814,6,24,10,0,19,0,540,0.01750143257745806
2104,0,8,3,10,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.5594070907588146,6,3,14,25,17,40,195,0.044626553157075255
2105,0,8,0,13,29,13,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.6942161725823708,3,9,23,25,2,10,165,0.052323484519428164
2106,1,8,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.039040135354383096,3,27,19,0,1,35,395,0.022703187662707586
2107,1,5,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.5952024201100283,6,9,21,10,22,35,1525,0.00609276027754818
2108,1,8,0,7,8,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2.39764318425542,3,15,21,25,5,5,460,0.022198644744122604
2109,0,8,2,5,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1.2751741962845646,4,6,14,25,16,55,150,0.05557913091523304
2110,1,8,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.2953310462385911,3,21,8,0,21,0,780,0.011329429688886448
2111,1,8,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.2953310462385911,3,21,9,0,21,0,720,0.012273548829626986
2112,1,8,2,15,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.08435195606434469,5,21,10,20,17,35,435,0.020760310626842426
2113,0,7,0,13,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.7458275403518316,3,24,20,30,23,20,170,0.050629611149506044
2114,0,5,0,13,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.414133759152824,6,27,6,0,8,45,165,0.053189827008787625
2115,0,8,0,13,29,13,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.7794010922709179,3,3,19,40,22,20,160,0.05865918411367895
2116,1,8,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.2606313855886756,5,21,18,35,1,30,415,0.021336541996073575
2117,1,8,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.9018007530493612,4,1,16,30,22,35,365,0.025884764230849254
2118,2,8,3,0,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2476181282214753,5,21,23,5,19,0,1195,0.008053920340403684
2119,1,8,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.037002616394727,6,15,14,0,21,0,420,0.022659386498286846
2120,1,8,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.1931243671220555,6,1,19,15,19,0,1425,0.006734472042573736
2121,1,8,0,20,8,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.4937529971070864,3,3,7,30,12,20,290,0.030123054981086275
2122,1,5,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.4871266675083121,6,6,7,5,12,35,330,0.027988789314077923
2123,1,8,2,7,3,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.13549956113378867,5,12,9,25,18,30,545,0.016618054093560406
2124,1,5,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.4425216250883344,3,24,19,45,20,40,1495,0.006162899841386423
2125,2,8,3,0,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.9230063919086594,6,24,19,10,19,0,1430,0.006614518692639623
2126,1,8,3,0,6,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.9011972112504912,4,15,7,25,13,35,370,0.023047938933221376
2127,1,8,0,7,8,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2.005114765304966,3,1,8,0,8,15,1455,0.006880440318007457
2128,0,8,0,13,29,13,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,-0.6949140714935723,4,27,7,0,9,40,160,0.05395636723076143
2129,0,8,2,5,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1.4217861615055294,4,1,9,0,11,25,145,0.056979605820461666
2130,0,8,3,10,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.5594070907588146,5,15,5,35,8,50,195,0.044626553157075255
2131,1,5,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.5952024201100283,6,9,6,30,12,0,330,0.028155937646245376
2132,0,8,1,19,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-2.5056663971195885,5,12,13,15,14,45,90,0.08565399556719083
2133,0,8,0,13,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.19924611486357646,4,1,19,50,22,50,180,0.04936663508418228
2134,2,5,3,28,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.5072597667405867,6,6,5,30,19,0,810,0.011415525758713923
2135,1,5,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.9350433474235934,5,21,17,30,4,25,655,0.01445023674498494
2136,1,8,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8247558345655261,6,12,7,0,19,0,720,0.01306752402161148
2137,1,8,2,14,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.8133131589635473,5,9,9,35,23,35,840,0.011193782455370513
2138,2,8,3,9,4,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.3771449942236498,5,27,6,50,7,40,1490,0.006503719346441855
2139,1,8,0,7,8,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.8394842565502076,3,18,5,45,18,25,760,0.012389650374941158
2140,0,8,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.637479218389512,6,21,19,30,22,15,165,0.05249898155807561
2141,0,5,1,19,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.9234251373356831,5,9,10,20,11,50,90,0.09462658745828298
