,Price,Journey_Month,Journey_Day,Dep_Hour,Dep_Minute,Arrival_Hour,Arrival_Minute,Duration_mins,Price_per_minute,Airline_encoded,Source_encoded,Destination_encoded,Total_Stops_encoded,Additional_Info_encoded,Route_1_encoded,Route_2_encoded,Route_3_encoded,Route_4_encoded,Route_5_encoded,Route_6_encoded
1520,10441,5,9,22,0,19,15,1275,8.189019607843138,1,2,1,1,8,3,12,4,5,4,1
1521,13611,3,6,4,45,21,0,975,13.96,3,2,1,0,8,3,6,6,10,4,1
1522,11087,3,9,8,55,10,45,1550,7.152903225806452,4,0,5,0,5,0,6,7,10,4,1
1523,5963,3,27,19,15,19,45,1470,4.056462585034014,4,2,1,0,5,3,6,6,10,4,1
1524,3597,5,24,13,15,15,35,140,25.692857142857143,3,1,4,4,8,4,7,21,10,4,1
1525,8529,6,12,18,55,10,5,910,9.372527472527473,4,3,0,0,5,2,6,3,10,4,1
1526,10678,6,12,4,55,19,0,845,12.636686390532544,6,2,1,0,8,3,6,6,10,4,1
1527,8285,3,27,8,25,21,0,755,10.973509933774835,3,2,1,0,8,3,6,6,10,4,1
1528,18371,6,12,2,15,12,35,620,29.63064516129032,4,2,1,0,8,3,6,6,10,4,1
1529,12692,6,6,20,25,9,45,800,15.865,4,3,0,0,8,2,10,3,10,4,1
1530,4423,4,24,6,5,8,50,165,26.806060606060605,3,0,2,4,8,0,10,21,10,4,1
1531,7229,6,9,19,50,22,50,180,40.16111111111111,4,0,2,4,5,0,10,21,10,4,1
1532,6144,3,3,23,30,2,20,170,36.141176470588235,3,0,5,4,8,0,10,21,10,4,1
1533,10919,6,1,6,45,4,25,1300,8.399230769230769,4,2,1,1,5,3,29,4,5,4,1
1534,4148,3,27,21,25,0,5,160,25.925,3,3,0,4,8,2,5,21,10,4,1
1535,3873,3,24,20,30,23,20,170,22.78235294117647,8,0,5,4,7,0,10,21,10,4,1
1536,11702,3,21,9,40,18,50,550,21.276363636363637,4,2,1,1,8,3,23,4,5,4,1
1537,14871,3,6,17,10,1,35,505,29.447524752475246,3,2,1,0,8,3,6,6,10,4,1
1538,11234,3,18,6,45,11,10,1705,6.588856304985337,1,0,5,1,8,0,6,12,6,4,1
1539,6938,6,6,14,20,22,30,490,14.159183673469387,3,2,1,0,8,3,15,6,10,4,1
1540,6093,6,12,8,30,21,0,750,8.124,3,2,1,0,8,3,6,6,10,4,1
1541,3943,5,15,10,10,13,0,170,23.194117647058825,3,0,2,4,8,0,10,21,10,4,1
1542,8040,6,6,10,20,11,50,90,89.33333333333333,4,4,3,4,8,1,15,21,10,4,1
1543,15129,5,9,23,5,12,35,810,18.677777777777777,4,2,1,1,8,3,0,4,5,4,1
1544,3597,5,9,17,45,20,5,140,25.692857142857143,8,1,4,4,8,4,7,21,10,4,1
1545,8610,5,6,7,10,18,50,700,12.3,10,3,0,0,8,2,10,3,10,4,1
1546,13067,5,1,17,0,23,35,395,33.08101265822785,4,3,0,0,8,2,10,3,10,4,1
1547,4991,5,9,9,30,12,20,170,29.358823529411765,8,0,2,4,8,0,10,21,10,4,1
1548,4649,4,1,15,5,20,20,315,14.75873015873016,8,3,0,0,8,2,28,3,10,4,1
1549,3597,5,18,8,20,10,35,135,26.644444444444446,8,1,4,4,8,4,7,21,10,4,1
1550,12898,5,21,8,0,19,0,660,19.542424242424243,4,2,1,0,5,3,6,6,10,4,1
1551,9296,3,27,6,20,19,45,2245,4.14075723830735,4,2,1,1,5,3,19,4,5,4,1
1552,8855,3,3,16,55,19,45,170,52.088235294117645,3,0,5,4,8,0,10,21,10,4,1
1553,10262,6,6,21,50,19,0,1270,8.080314960629922,4,2,1,0,5,3,6,6,10,4,1
1554,3943,6,24,6,5,8,50,165,23.8969696969697,3,0,2,4,8,0,10,21,10,4,1
1555,9001,6,3,12,50,19,15,385,23.37922077922078,6,2,1,0,8,3,6,6,10,4,1
1556,7670,5,18,10,20,1,30,910,8.428571428571429,6,2,1,0,8,3,6,6,10,4,1
1557,7530,6,3,17,45,1,30,465,16.193548387096776,6,2,1,0,8,3,6,6,10,4,1
1558,8443,5,1,9,20,14,15,295,28.620338983050846,3,3,0,0,8,2,31,3,10,4,1
1559,5351,4,1,6,5,11,20,315,16.987301587301587,8,2,1,0,8,3,28,6,10,4,1
1560,6688,3,21,6,0,9,10,190,35.2,10,2,1,4,8,3,8,21,10,4,1
1561,11087,3,12,20,35,19,10,1355,8.182287822878228,4,0,5,0,5,0,6,7,10,4,1
1562,7664,3,15,5,50,12,5,1815,4.222589531680441,1,0,5,1,8,0,7,1,6,4,1
1563,4775,4,15,15,15,20,30,315,15.158730158730158,3,3,0,0,8,2,15,3,10,4,1
1564,3514,6,27,15,20,17,55,155,22.670967741935485,2,3,0,4,8,2,5,21,10,4,1
1565,13376,6,24,6,45,4,25,1300,10.28923076923077,4,2,1,1,8,3,29,4,5,4,1
1566,14300,6,12,8,10,12,35,1705,8.387096774193548,4,2,1,1,8,3,1,4,5,4,1
1567,7480,6,27,20,40,9,25,765,9.777777777777779,1,2,1,0,8,3,28,6,10,4,1
1568,2227,5,12,21,20,22,50,90,24.744444444444444,3,4,3,4,8,1,15,21,10,4,1
1569,7452,5,18,7,55,22,25,870,8.565517241379311,0,2,1,0,8,3,5,6,10,4,1
1570,4409,5,24,10,20,12,55,155,28.44516129032258,0,3,0,4,8,2,5,21,10,4,1
1571,4647,4,3,9,10,11,5,1555,2.9884244372990354,1,3,0,1,8,2,2,11,3,4,1
1572,3332,3,21,9,30,12,5,155,21.496774193548386,8,1,4,4,7,4,7,21,10,4,1
1573,6902,3,27,10,0,19,15,555,12.436036036036036,1,2,1,0,8,3,6,6,10,4,1
1574,6857,6,6,19,55,23,30,215,31.893023255813954,0,3,0,0,8,2,2,3,10,4,1
1575,12373,5,9,19,15,4,25,550,22.496363636363636,4,2,1,0,5,3,6,6,10,4,1
1576,11789,6,15,11,40,19,0,440,26.793181818181818,6,2,1,0,8,3,6,6,10,4,1
1577,13039,5,9,17,15,7,40,865,15.073988439306358,1,2,1,1,8,3,15,4,5,4,1
1578,11087,3,12,22,55,11,25,750,14.782666666666668,4,0,5,0,5,0,6,7,10,4,1
1579,9345,5,18,20,20,23,25,1625,5.75076923076923,10,3,0,0,8,2,10,3,10,4,1
1580,1965,6,24,22,45,0,15,90,21.833333333333332,8,4,3,4,7,1,15,21,10,4,1
1581,6093,6,3,7,30,21,0,810,7.522222222222222,3,2,1,0,8,3,6,6,10,4,1
1582,11841,6,9,18,55,8,15,800,14.80125,4,3,0,0,5,2,6,3,10,4,1
1583,9663,5,9,21,10,10,5,775,12.468387096774194,4,3,0,0,5,2,6,3,10,4,1
1584,14714,6,6,19,15,19,0,1425,10.32561403508772,4,2,1,0,8,3,6,6,10,4,1
1585,8529,6,12,18,55,22,35,1660,5.137951807228916,4,3,0,0,5,2,6,3,10,4,1
1586,5073,4,6,7,35,12,10,275,18.44727272727273,3,2,1,0,8,3,15,6,10,4,1
1587,7229,4,24,7,10,10,10,180,40.16111111111111,4,0,2,4,8,0,10,21,10,4,1
1588,9194,6,6,10,0,19,15,555,16.565765765765764,1,2,1,0,8,3,6,6,10,4,1
1589,11789,6,12,11,40,19,0,440,26.793181818181818,6,2,1,0,8,3,6,6,10,4,1
1590,2017,6,12,13,15,14,45,90,22.41111111111111,8,4,3,4,8,1,15,21,10,4,1
1591,15894,6,6,14,30,12,30,1320,12.040909090909091,1,3,0,1,8,2,38,7,3,4,1
1592,3419,5,9,1,30,4,15,165,20.721212121212123,3,0,2,4,8,0,10,21,10,4,1
1593,10368,6,9,5,30,4,25,1375,7.540363636363637,4,2,1,1,5,3,23,4,5,4,1
1594,6027,4,24,15,10,20,0,290,20.782758620689656,3,2,1,0,8,3,5,6,10,4,1
1595,7480,5,18,20,40,9,25,765,9.777777777777779,1,2,1,0,8,3,28,6,10,4,1
1596,7189,6,12,8,35,17,15,520,13.825,8,3,0,0,8,2,32,3,10,4,1
1597,7276,3,15,10,0,12,45,165,44.096969696969694,1,0,5,4,8,0,10,21,10,4,1
1598,15764,3,6,11,30,4,25,1015,15.53103448275862,4,2,1,0,8,3,6,6,10,4,1
1599,14714,6,6,19,15,4,25,550,26.752727272727274,4,2,1,0,8,3,6,6,10,4,1
1600,7888,5,21,17,0,1,30,510,15.466666666666667,6,2,1,0,8,3,6,6,10,4,1
1601,10262,6,6,8,0,4,25,1225,8.377142857142857,4,2,1,0,5,3,6,6,10,4,1
1602,15318,5,18,20,0,4,25,505,30.332673267326733,4,2,1,1,5,3,1,4,5,4,1
1603,5608,5,1,10,20,17,35,435,12.891954022988505,4,3,0,0,5,2,11,3,10,4,1
1604,12681,4,1,8,25,18,15,590,21.49322033898305,4,3,0,0,8,2,6,3,10,4,1
1605,9417,3,6,17,15,9,25,970,9.708247422680412,1,2,1,1,8,3,15,19,5,4,1
1606,17057,3,3,7,5,21,0,835,20.42754491017964,6,2,1,0,8,3,6,6,10,4,1
1607,12537,3,27,13,0,21,0,480,26.11875,6,2,1,0,8,3,6,6,10,4,1
1608,10651,5,27,22,0,19,15,1275,8.353725490196078,1,2,1,1,8,3,12,4,5,4,1
1609,6741,6,1,6,0,9,10,190,35.47894736842105,10,2,1,4,8,3,8,21,10,4,1
1610,10844,5,24,20,0,22,35,1595,6.798746081504702,4,3,0,0,5,2,6,3,10,4,1
1611,13381,5,27,14,25,19,15,1730,7.7346820809248555,1,2,1,1,8,3,7,4,5,4,1
1612,4423,4,6,6,5,8,50,165,26.806060606060605,3,0,2,4,8,0,10,21,10,4,1
1613,5678,5,27,19,35,21,5,90,63.08888888888889,4,4,3,4,8,1,15,21,10,4,1
1614,12719,5,21,9,35,12,35,1620,7.851234567901234,4,2,1,1,5,3,16,4,5,4,1
1615,5054,6,1,7,35,12,10,275,18.37818181818182,3,2,1,0,8,3,15,6,10,4,1
1616,7480,5,24,9,45,9,25,1420,5.267605633802817,1,2,1,0,8,3,28,6,10,4,1
1617,6961,6,3,17,0,19,45,165,42.18787878787879,1,0,2,4,8,0,10,21,10,4,1
1618,3841,4,24,17,10,19,40,150,25.606666666666666,8,3,0,4,7,2,5,21,10,4,1
1619,3943,6,3,21,15,0,15,180,21.905555555555555,3,0,2,4,8,0,10,21,10,4,1
1620,7229,5,3,8,20,11,20,180,40.16111111111111,4,0,2,4,8,0,10,21,10,4,1
1621,4319,5,15,9,30,12,20,170,25.405882352941177,8,0,2,4,7,0,10,21,10,4,1
1622,4423,4,24,13,0,15,50,170,26.01764705882353,3,0,2,4,8,0,10,21,10,4,1
1623,16079,5,21,22,50,4,25,335,47.997014925373136,4,2,1,0,8,3,6,6,10,4,1
1624,7754,6,21,19,50,22,50,180,43.077777777777776,4,0,2,4,5,0,10,21,10,4,1
1625,10467,6,1,13,15,9,25,1210,8.650413223140497,1,2,1,1,8,3,15,19,5,4,1
1626,14714,6,3,17,30,12,35,1145,12.850655021834061,4,2,1,0,8,3,6,6,10,4,1
1627,7452,5,1,16,45,21,5,1700,4.383529411764706,1,3,0,0,8,2,11,3,10,4,1
1628,13276,5,21,13,20,19,15,1795,7.396100278551532,1,2,1,1,8,3,36,4,5,4,1
1629,31783,3,1,8,50,10,35,1545,20.571521035598707,1,0,5,1,8,0,6,20,6,4,1
1630,4667,5,1,11,40,13,55,135,34.57037037037037,1,1,4,4,8,4,7,21,10,4,1
1631,7229,6,15,15,15,18,10,175,41.308571428571426,4,0,2,4,5,0,10,21,10,4,1
1632,14237,6,15,18,25,12,35,1090,13.061467889908258,4,2,1,1,8,3,3,4,5,4,1
1633,8266,5,15,10,20,19,15,535,15.450467289719626,6,2,1,0,8,3,6,6,10,4,1
1634,13882,6,24,9,25,4,25,1140,12.177192982456141,4,2,1,1,8,3,27,4,5,4,1
1635,4823,5,6,20,0,22,50,170,28.370588235294118,3,0,2,4,8,0,10,21,10,4,1
1636,4483,5,24,23,55,2,45,170,26.370588235294118,0,0,2,4,8,0,10,21,10,4,1
1637,6961,6,12,6,10,8,55,165,42.18787878787879,1,0,2,4,8,0,10,21,10,4,1
1638,9663,5,12,18,55,10,5,910,10.618681318681318,4,3,0,0,5,2,6,3,10,4,1
1639,16704,5,18,23,5,4,25,1760,9.49090909090909,4,2,1,1,8,3,0,4,5,4,1
1640,4049,5,12,9,10,10,40,90,44.98888888888889,3,4,3,4,8,1,15,21,10,4,1
1641,3807,3,24,8,20,10,35,135,28.2,8,1,4,4,7,4,7,21,10,4,1
1642,6442,6,9,6,50,22,30,940,6.853191489361702,3,2,1,0,8,3,15,6,10,4,1
1643,7832,3,15,7,0,7,40,1480,5.291891891891892,4,0,5,0,5,0,6,7,10,4,1
1644,6442,6,24,8,35,22,30,835,7.7149700598802395,3,2,1,0,8,3,15,6,10,4,1
1645,4823,4,21,20,0,22,50,170,28.370588235294118,3,0,2,4,8,0,10,21,10,4,1
1646,13555,3,6,5,45,5,5,1400,9.682142857142857,4,0,5,0,8,0,6,7,10,4,1
1647,5135,4,6,10,35,19,35,540,9.50925925925926,2,2,1,0,8,3,6,6,10,4,1
1648,3383,5,15,23,55,2,45,170,19.9,0,0,2,4,8,0,10,21,10,4,1
1649,5842,6,15,7,25,13,35,370,15.78918918918919,2,2,1,0,8,3,0,6,10,4,1
1650,16704,5,18,13,25,4,25,900,18.56,4,2,1,1,8,3,0,4,5,4,1
1651,8366,5,1,16,50,7,55,905,9.244198895027624,1,3,0,0,8,2,6,3,10,4,1
1652,1965,5,9,5,45,7,15,90,21.833333333333332,8,4,3,4,7,1,15,21,10,4,1
1653,3873,6,6,17,10,19,40,150,25.82,8,3,0,4,8,2,5,21,10,4,1
1654,27992,3,1,8,0,20,20,740,37.82702702702703,4,0,5,0,8,0,6,7,10,4,1
1655,10678,6,6,4,55,12,35,460,23.213043478260868,6,2,1,0,8,3,6,6,10,4,1
1656,6824,3,21,8,50,23,15,865,7.8890173410404625,1,0,5,0,8,0,6,7,10,4,1
1657,9443,6,12,5,0,19,15,2295,4.114596949891068,1,2,1,1,8,3,0,4,5,4,1
1658,13378,3,21,7,5,19,15,730,18.326027397260273,6,2,1,0,8,3,6,6,10,4,1
1659,3943,5,1,4,0,6,50,170,23.194117647058825,3,0,2,4,8,0,10,21,10,4,1
1660,7191,5,18,11,25,21,0,575,12.50608695652174,3,2,1,0,8,3,6,6,10,4,1
1661,3625,6,27,5,55,8,35,160,22.65625,8,0,2,4,8,0,10,21,10,4,1
1662,6841,5,27,7,25,13,35,370,18.48918918918919,2,2,1,0,8,3,0,6,10,4,1
1663,11134,3,24,16,55,23,25,390,28.54871794871795,4,3,0,0,5,2,6,3,10,4,1
1664,14571,6,6,18,55,20,45,1550,9.400645161290322,4,3,0,0,8,2,6,3,10,4,1
1665,12346,3,1,5,50,12,15,1825,6.764931506849315,1,0,5,2,8,0,7,1,8,2,1
1666,4544,4,21,17,45,20,45,180,25.244444444444444,4,0,2,4,5,0,10,21,10,4,1
1667,13376,6,9,14,35,4,25,830,16.11566265060241,4,2,1,1,8,3,29,4,5,4,1
1668,11087,3,12,18,55,12,25,1050,10.55904761904762,4,0,5,0,5,0,6,7,10,4,1
1669,5515,3,3,9,0,11,30,150,36.766666666666666,8,3,0,4,8,2,5,21,10,4,1
1670,4804,6,27,4,40,7,15,155,30.993548387096773,3,3,0,4,8,2,5,21,10,4,1
1671,3597,6,12,13,15,15,35,140,25.692857142857143,3,1,4,4,8,4,7,21,10,4,1
1672,15353,3,6,6,0,19,15,795,19.311949685534593,6,2,1,0,8,3,6,6,10,4,1
1673,9899,6,12,6,30,16,20,590,16.777966101694915,4,3,0,0,5,2,6,3,10,4,1
1674,7303,3,24,18,25,21,20,175,41.73142857142857,3,0,5,4,8,0,10,21,10,4,1
1675,13817,3,12,8,55,21,20,745,18.546308724832215,4,0,5,0,8,0,6,7,10,4,1
1676,19329,3,6,19,10,19,45,1475,13.104406779661018,4,2,1,1,8,3,0,4,5,4,1
1677,16289,6,12,7,5,12,35,330,49.36060606060606,4,2,1,0,8,3,6,6,10,4,1
1678,9663,5,15,18,55,10,5,910,10.618681318681318,4,3,0,0,5,2,6,3,10,4,1
1679,10975,6,3,9,45,9,25,1420,7.72887323943662,1,2,1,1,8,3,15,19,5,4,1
1680,4384,3,18,10,20,12,55,155,28.283870967741937,0,3,0,4,8,2,5,21,10,4,1
1681,14714,6,12,9,0,19,0,600,24.523333333333333,4,2,1,0,8,3,6,6,10,4,1
1682,10919,6,12,14,35,4,25,830,13.155421686746989,4,2,1,1,5,3,29,4,5,4,1
1683,14388,5,21,14,5,4,40,875,16.443428571428573,4,3,0,0,8,2,6,3,10,4,1
1684,10877,6,15,11,25,19,0,455,23.905494505494506,6,2,1,0,8,3,6,6,10,4,1
1685,15129,5,9,23,5,12,35,810,18.677777777777777,4,2,1,1,8,3,0,4,5,4,1
1686,7191,5,6,7,30,21,0,810,8.877777777777778,3,2,1,0,8,3,6,6,10,4,1
1687,6686,5,1,23,30,7,45,495,13.507070707070707,2,3,0,0,8,2,6,3,10,4,1
1688,7530,6,3,12,50,1,30,760,9.907894736842104,6,2,1,0,8,3,6,6,10,4,1
1689,6442,6,15,7,35,22,30,895,7.197765363128491,3,2,1,0,8,3,15,6,10,4,1
1690,10262,6,27,9,0,12,35,1655,6.200604229607251,4,2,1,0,5,3,6,6,10,4,1
1691,13817,3,12,18,55,9,30,875,15.790857142857142,4,0,5,0,8,0,6,7,10,4,1
1692,13626,6,12,14,5,23,35,570,23.905263157894737,4,3,0,0,8,2,6,3,10,4,1
1693,14388,5,12,18,55,10,5,910,15.810989010989012,4,3,0,0,8,2,6,3,10,4,1
1694,4804,4,27,4,40,7,15,155,30.993548387096773,3,3,0,4,8,2,5,21,10,4,1
1695,5406,3,21,14,30,17,35,185,29.221621621621622,3,2,1,4,8,3,8,21,10,4,1
1696,4611,4,3,17,55,22,50,295,15.63050847457627,8,2,1,0,8,3,5,6,10,4,1
1697,5069,6,9,8,10,13,0,290,17.479310344827585,3,3,0,0,8,2,28,3,10,4,1
1698,3898,6,6,7,45,10,40,175,22.274285714285714,2,0,2,4,8,0,10,21,10,4,1
1699,2754,6,6,12,0,13,30,90,30.6,3,4,3,4,8,1,15,21,10,4,1
1700,6943,5,27,15,0,1,30,630,11.02063492063492,6,2,1,0,5,3,6,6,10,4,1
1701,14781,5,18,5,45,18,15,750,19.708,4,3,0,0,8,2,6,3,10,4,1
1702,16079,5,21,13,0,19,0,360,44.66388888888889,4,2,1,0,8,3,6,6,10,4,1
1703,8033,3,15,16,55,19,45,170,47.252941176470586,3,0,5,4,8,0,10,21,10,4,1
1704,6860,3,9,18,25,21,20,175,39.2,3,0,5,4,8,0,10,21,10,4,1
1705,6953,3,27,11,40,19,15,455,15.281318681318682,6,2,1,0,8,3,6,6,10,4,1
1706,4823,5,12,7,10,10,5,175,27.56,3,0,2,4,8,0,10,21,10,4,1
1707,4174,4,9,4,40,7,15,155,26.929032258064517,3,3,0,4,8,2,5,21,10,4,1
1708,12819,6,27,13,25,19,0,1775,7.2219718309859156,4,2,1,1,8,3,0,4,5,4,1
1709,9663,5,15,21,10,4,40,450,21.473333333333333,4,3,0,0,5,2,6,3,10,4,1
1710,3841,5,3,6,55,9,30,155,24.780645161290323,8,3,0,4,7,2,5,21,10,4,1
1711,5000,6,27,5,35,8,50,195,25.641025641025642,3,2,1,4,8,3,8,21,10,4,1
1712,13366,3,1,5,50,22,10,980,13.638775510204082,1,0,5,1,4,0,7,8,6,4,1
1713,12395,3,6,21,55,16,45,1130,10.969026548672566,10,4,3,0,8,1,10,11,10,4,1
1714,7452,5,15,16,45,21,5,1700,4.383529411764706,1,3,0,0,8,2,11,3,10,4,1
1715,15554,5,18,19,45,19,0,1395,11.149820788530466,4,2,1,0,8,3,6,6,10,4,1
1716,13067,5,6,17,0,15,5,1325,9.86188679245283,4,3,0,0,8,2,10,3,10,4,1
1717,6565,3,1,15,10,17,45,155,42.354838709677416,3,3,0,4,8,2,5,21,10,4,1
1718,1965,5,24,5,45,7,15,90,21.833333333333332,8,4,3,4,7,1,15,21,10,4,1
1719,3332,3,27,9,30,12,5,155,21.496774193548386,8,1,4,4,7,4,7,21,10,4,1
1720,6208,3,21,5,25,10,10,285,21.782456140350877,3,0,5,0,8,0,27,7,10,4,1
1721,11161,3,18,13,50,18,40,1730,6.451445086705203,1,0,5,0,8,0,11,7,10,4,1
1722,12224,6,12,10,0,13,45,1665,7.341741741741742,1,3,0,1,8,2,10,6,3,4,1
1723,9663,5,1,18,55,12,0,1025,9.427317073170732,4,3,0,0,5,2,6,3,10,4,1
1724,12284,3,18,8,55,15,15,380,32.32631578947368,4,0,5,0,8,0,6,7,10,4,1
1725,7480,5,27,17,20,9,25,965,7.751295336787565,1,2,1,0,8,3,28,6,10,4,1
1726,17024,3,6,19,15,4,25,550,30.952727272727273,4,2,1,0,8,3,6,6,10,4,1
1727,14151,6,6,20,25,19,10,1365,10.367032967032968,4,3,0,0,8,2,10,3,10,4,1
1728,4804,6,21,17,15,19,50,155,30.993548387096773,3,3,0,4,8,2,5,21,10,4,1
1729,6069,5,18,16,0,21,0,300,20.23,3,2,1,0,8,3,6,6,10,4,1
1730,6065,3,21,6,40,21,55,915,6.628415300546448,10,0,5,0,8,0,0,7,10,4,1
1731,14151,5,18,20,25,9,45,800,17.68875,4,3,0,0,8,2,10,3,10,4,1
1732,14231,3,24,18,55,12,0,1025,13.883902439024391,4,3,0,0,8,2,6,3,10,4,1
1733,12395,3,6,15,40,9,25,1065,11.63849765258216,10,4,3,0,8,1,10,11,10,4,1
1734,5636,4,24,2,0,7,25,325,17.341538461538462,3,2,1,0,8,3,28,6,10,4,1
1735,5232,4,6,17,40,23,0,320,16.35,1,2,1,0,8,3,5,6,10,4,1
1736,14714,6,1,14,0,4,25,865,17.010404624277456,4,2,1,0,8,3,6,6,10,4,1
1737,3850,5,6,7,55,10,15,140,27.5,3,1,4,4,8,4,7,21,10,4,1
1738,7258,5,27,17,40,9,35,955,7.6,1,2,1,0,8,3,5,6,10,4,1
1739,17471,3,6,21,25,20,20,1375,12.706181818181818,4,0,5,0,8,0,6,7,10,4,1
1740,4423,5,9,21,10,0,5,175,25.274285714285714,8,0,2,4,8,0,10,21,10,4,1
1741,2227,6,18,21,20,22,50,90,24.744444444444444,3,4,3,4,8,1,15,21,10,4,1
1742,13377,6,24,10,0,1,30,930,14.383870967741936,6,2,1,0,8,3,6,6,10,4,1
1743,8016,6,12,8,20,11,20,180,44.53333333333333,4,0,2,4,8,0,10,21,10,4,1
1744,5626,3,9,6,50,8,50,1560,3.6064102564102565,1,0,5,0,8,0,15,7,10,4,1
1745,6860,3,21,16,55,19,45,170,40.35294117647059,3,0,5,4,8,0,10,21,10,4,1
1746,6628,6,1,18,35,1,30,415,15.971084337349398,3,2,1,0,8,3,6,6,10,4,1
1747,11627,6,6,13,0,12,35,1415,8.21696113074205,4,2,1,0,5,3,6,6,10,4,1
1748,4174,6,9,17,10,19,40,150,27.826666666666668,8,3,0,4,8,2,5,21,10,4,1
1749,14714,6,1,18,15,4,25,610,24.121311475409836,4,2,1,0,8,3,6,6,10,4,1
1750,14151,5,12,9,35,21,5,690,20.508695652173913,4,3,0,0,8,2,10,3,10,4,1
1751,12898,5,27,16,0,19,0,1620,7.961728395061728,4,2,1,0,5,3,6,6,10,4,1
1752,12373,5,18,21,50,4,25,395,31.324050632911394,4,2,1,0,5,3,6,6,10,4,1
1753,3943,6,18,10,10,13,0,170,23.194117647058825,3,0,2,4,8,0,10,21,10,4,1
1754,7870,6,9,15,10,23,30,500,15.74,0,3,0,1,8,2,20,7,3,4,1
1755,8016,6,18,18,55,22,0,185,43.32972972972973,4,0,2,4,8,0,10,21,10,4,1
1756,10975,5,15,13,5,9,25,1220,8.995901639344263,1,2,1,1,8,3,15,19,5,4,1
1757,3850,5,27,7,55,10,15,140,27.5,3,1,4,4,8,4,7,21,10,4,1
1758,4804,6,18,20,25,23,10,165,29.115151515151513,3,3,0,4,8,2,5,21,10,4,1
1759,15554,3,9,20,50,4,25,455,34.184615384615384,4,2,1,0,8,3,6,6,10,4,1
1760,4465,3,18,6,55,9,35,160,27.90625,8,3,0,4,8,2,5,21,10,4,1
1761,11841,6,9,21,10,10,5,775,15.278709677419355,4,3,0,0,5,2,6,3,10,4,1
1762,19332,3,9,8,0,19,15,675,28.64,6,2,1,0,8,3,6,6,10,4,1
1763,3841,6,21,17,10,19,40,150,25.606666666666666,8,3,0,4,7,2,5,21,10,4,1
1764,4591,4,12,10,10,13,0,170,27.00588235294118,3,0,2,4,8,0,10,21,10,4,1
1765,5192,5,24,15,15,20,5,290,17.90344827586207,3,3,0,0,8,2,15,3,10,4,1
1766,10577,6,9,18,15,12,35,1100,9.615454545454545,4,2,1,0,5,3,6,6,10,4,1
1767,15129,5,18,19,30,4,25,535,28.278504672897196,4,2,1,1,8,3,23,4,5,4,1
1768,11789,6,6,6,0,19,0,780,15.114102564102565,6,2,1,0,8,3,6,6,10,4,1
1769,8372,6,15,21,0,7,40,640,13.08125,1,2,1,0,8,3,6,6,10,4,1
1770,8266,5,9,6,0,19,15,795,10.39748427672956,6,2,1,0,8,3,6,6,10,4,1
1771,14781,5,6,6,30,19,50,800,18.47625,4,3,0,0,8,2,6,3,10,4,1
1772,5613,4,21,17,0,19,35,155,36.21290322580645,10,0,2,4,8,0,10,21,10,4,1
1773,7229,4,24,15,15,18,10,175,41.308571428571426,4,0,2,4,8,0,10,21,10,4,1
1774,6093,6,24,8,30,21,0,750,8.124,3,2,1,0,8,3,6,6,10,4,1
1775,15544,5,21,5,30,12,35,425,36.57411764705882,4,2,1,1,5,3,4,4,5,4,1
1776,6296,5,18,7,25,13,35,370,17.016216216216215,2,2,1,0,8,3,0,6,10,4,1
1777,4804,4,27,9,35,12,20,165,29.115151515151513,3,3,0,4,8,2,5,21,10,4,1
1778,4284,3,18,5,50,8,40,170,25.2,0,0,5,4,8,0,10,21,10,4,1
1779,6558,3,21,7,35,22,20,885,7.410169491525424,3,2,1,0,8,3,15,6,10,4,1
1780,5775,6,24,21,50,3,35,345,16.73913043478261,3,2,1,0,8,3,27,6,10,4,1
1781,3543,6,21,8,20,10,35,135,26.244444444444444,8,1,4,4,7,4,7,21,10,4,1
1782,17024,3,6,9,55,18,50,535,31.820560747663553,4,2,1,0,8,3,6,6,10,4,1
1783,4050,6,9,7,5,8,30,85,47.64705882352941,4,4,3,4,5,1,15,21,10,4,1
1784,14219,3,6,6,0,15,15,1995,7.127318295739348,1,4,3,1,8,1,4,7,8,4,1
1785,26890,3,1,11,40,18,25,405,66.39506172839506,4,0,5,0,8,0,6,7,10,4,1
1786,9653,6,15,19,45,19,15,1410,6.846099290780142,1,2,1,1,8,3,0,4,5,4,1
1787,3943,6,21,6,5,8,50,165,23.8969696969697,3,0,2,4,8,0,10,21,10,4,1
1788,10844,5,18,14,5,16,20,1575,6.885079365079365,4,3,0,0,5,2,6,3,10,4,1
1789,8849,4,1,21,10,4,40,450,19.664444444444445,4,3,0,0,5,2,6,3,10,4,1
1790,2754,6,12,1,40,3,10,90,30.6,3,4,3,4,8,1,15,21,10,4,1
1791,10756,3,21,6,50,19,15,2185,4.922654462242563,1,2,1,1,8,3,7,4,5,4,1
1792,14151,5,21,17,0,21,5,1685,8.398219584569732,4,3,0,0,8,2,10,3,10,4,1
1793,9899,6,12,8,25,20,45,740,13.377027027027028,4,3,0,0,5,2,6,3,10,4,1
1794,12242,3,21,22,0,4,25,385,31.7974025974026,4,2,1,0,8,3,6,6,10,4,1
1795,10368,6,9,19,30,12,35,1025,10.115121951219512,4,2,1,1,5,3,23,4,5,4,1
1796,5755,5,24,9,10,10,40,90,63.94444444444444,3,4,3,4,8,1,15,21,10,4,1
